datetime,zone_id,station_no,serial_no,ta,rh,a_s,co2,pm2_5,pm10
2019-03-14,2_trim_2,4,416C1930,24.54,52.31,0.02,716.41,36.59,23.29
2019-03-14,3_chassis_1,2,416C1AD0,23.84,57.68,0.02,572.78,38.09,25.89
2019-03-14,3_chassis_1,4,416C1AC5,23.96,61.44,0.06,590.77,34.64,27.29
2019-03-14,3_chassis_1,5,416C1AE4,23.6,60.0,0.1,563.91,36.33,26.26
2019-03-14,4_chassis_2,1,416C1AE5,23.3,60.81,0.02,628.16,36.64,25.22
2019-03-14,5_engine,1,41245157,24.22,56.14,0.02,578.33,33.68,24.86
2019-03-14,6_final,2,416C1958,23.63,59.66,0.01,505.54,35.72,24.84
2019-03-14,7_inspect,2,416C1AE2,23.12,59.21,0.05,554.05,37.85,25.3
2019-03-15,2_trim_2,1,416C1AD2,24.55,52.18,0.06,556.3,36.24,24.23
2019-03-15,2_trim_2,2,416C1AEC,23.38,60.39,0.07,551.29,37.87,24.78
2019-03-15,2_trim_2,4,416C1930,24.31,51.56,0.01,699.79,33.6,25.36
2019-03-15,3_chassis_1,2,416C1AD0,23.38,57.76,0.02,580.81,35.45,25.73
2019-03-15,3_chassis_1,4,416C1AC5,23.84,61.53,0.06,629.01,35.91,25.03
2019-03-15,3_chassis_1,5,416C1AE4,23.43,59.98,0.09,560.85,36.31,24.06
2019-03-15,4_chassis_2,1,416C1AE5,23.2,60.15,0.02,635.81,35.73,24.95
2019-03-15,5_engine,1,41245157,24.03,55.61,0.01,563.25,36.12,26.64
2019-03-15,6_final,2,416C1958,23.32,59.6,0.01,487.11,35.48,25.91
2019-03-15,7_inspect,2,416C1AE2,22.91,58.42,0.04,555.24,35.7,26.58
2019-03-16,2_trim_2,1,416C1AD2,25.41,53.81,0.07,484.44,36.47,25.64
2019-03-16,2_trim_2,2,416C1AEC,24.19,60.75,0.04,480.44,35.44,25.42
2019-03-16,2_trim_2,4,416C1930,25.6,53.6,0.03,622.92,34.61,25.75
2019-03-16,3_chassis_1,2,416C1AD0,24.48,57.61,0.01,468.44,33.48,24.14
2019-03-16,3_chassis_1,4,416C1AC5,24.88,61.52,0.02,491.49,35.58,24.89
2019-03-16,3_chassis_1,5,416C1AE4,24.38,60.52,0.09,425.56,34.32,24.51
2019-03-16,4_chassis_2,1,416C1AE5,23.51,59.0,0.01,549.46,32.77,21.77
2019-03-16,5_engine,1,41245157,24.76,55.7,0.01,432.18,34.3,25.15
2019-03-16,6_final,2,416C1958,24.75,60.16,0.01,410.88,34.34,24.92
2019-03-16,7_inspect,2,416C1AE2,24.31,57.43,0.01,458.66,36.61,25.08
2019-03-17,2_trim_2,1,416C1AD2,25.57,56.25,0.07,466.03,36.09,25.57
2019-03-17,2_trim_2,2,416C1AEC,24.35,61.7,0.04,457.54,35.95,25.39
2019-03-17,2_trim_2,4,416C1930,25.84,55.66,0.02,596.11,34.22,27.0
2019-03-17,3_chassis_1,2,416C1AD0,24.42,59.71,0.02,430.81,36.06,24.96
2019-03-17,3_chassis_1,4,416C1AC5,25.01,61.0,0.02,466.05,35.75,25.79
2019-03-17,3_chassis_1,5,416C1AE4,24.64,62.57,0.1,400.57,35.47,25.87
2019-03-17,4_chassis_2,1,416C1AE5,24.06,61.87,0.01,502.49,36.21,26.27
2019-03-17,5_engine,1,41245157,24.8,58.24,0.01,422.81,36.09,24.55
2019-03-17,6_final,2,416C1958,24.82,62.97,0.01,399.7,37.59,25.91
2019-03-17,7_inspect,2,416C1AE2,24.46,59.18,0.01,439.15,37.32,26.68
2019-03-18,2_trim_2,1,416C1AD2,24.69,53.14,0.07,571.94,35.42,24.86
2019-03-18,2_trim_2,2,416C1AEC,23.36,60.97,0.07,554.5,36.53,26.19
2019-03-18,2_trim_2,4,416C1930,24.54,52.69,0.02,715.85,35.47,26.98
2019-03-18,3_chassis_1,2,416C1AD0,23.58,58.33,0.02,585.88,36.09,26.03
2019-03-18,3_chassis_1,4,416C1AC5,23.81,61.11,0.06,594.88,36.34,26.33
2019-03-18,3_chassis_1,5,416C1AE4,23.59,60.19,0.1,523.42,34.01,24.15
2019-03-18,4_chassis_2,1,416C1AE5,23.5,61.89,0.02,587.1,36.42,25.02
2019-03-18,5_engine,1,41245157,24.14,56.14,0.01,561.31,37.41,25.47
2019-03-18,6_final,2,416C1958,23.43,60.21,0.01,510.17,35.01,25.68
2019-03-18,7_inspect,2,416C1AE2,23.01,59.28,0.05,566.08,35.45,25.2
2019-03-19,2_trim_2,1,416C1AD2,24.53,53.41,0.06,583.78,33.59,25.7
2019-03-19,2_trim_2,2,416C1AEC,23.37,60.47,0.07,609.56,34.9,26.04
2019-03-19,2_trim_2,4,416C1930,24.45,52.7,0.02,726.09,38.35,24.56
2019-03-19,3_chassis_1,2,416C1AD0,23.59,57.75,0.02,607.38,37.82,24.86
2019-03-19,3_chassis_1,4,416C1AC5,23.75,61.5,0.05,661.77,36.38,25.52
2019-03-19,3_chassis_1,5,416C1AE4,23.49,59.72,0.1,547.6,35.9,24.99
2019-03-19,4_chassis_2,1,416C1AE5,23.26,60.25,0.03,642.09,35.14,26.07
2019-03-19,5_engine,1,41245157,24.14,55.42,0.02,579.09,33.95,24.49
2019-03-19,6_final,2,416C1958,23.9,57.15,0.01,506.54,35.31,26.06
2019-03-19,7_inspect,2,416C1AE2,23.11,58.46,0.03,577.05,35.91,25.67
2019-03-20,2_trim_2,1,416C1AD2,24.23,52.99,0.06,627.8,37.39,26.07
2019-03-20,2_trim_2,2,416C1AEC,23.56,59.87,0.07,619.52,34.88,25.04
2019-03-20,2_trim_2,4,416C1930,24.23,52.31,0.03,786.19,33.94,25.39
2019-03-20,3_chassis_1,2,416C1AD0,23.65,57.88,0.02,624.92,36.28,25.28
2019-03-20,3_chassis_1,4,416C1AC5,23.74,61.06,0.05,619.32,35.56,27.43
2019-03-20,3_chassis_1,5,416C1AE4,23.69,59.42,0.09,555.37,33.96,25.83
2019-03-20,4_chassis_2,1,416C1AE5,23.23,60.36,0.02,623.27,35.51,25.42
2019-03-20,5_engine,1,41245157,24.19,55.84,0.02,582.23,34.76,24.82
2019-03-20,6_final,2,416C1958,23.46,59.58,0.01,532.55,36.03,25.25
2019-03-20,7_inspect,2,416C1AE2,23.17,58.57,0.02,593.38,34.97,25.31
2019-03-21,2_trim_2,1,416C1AD2,24.58,53.76,0.05,618.25,35.23,24.16
2019-03-21,2_trim_2,2,416C1AEC,23.58,60.47,0.07,598.4,38.25,25.0
2019-03-21,2_trim_2,4,416C1930,24.41,53.57,0.02,758.7,36.87,25.41
2019-03-21,3_chassis_1,2,416C1AD0,23.51,58.47,0.02,618.44,36.37,24.6
2019-03-21,3_chassis_1,4,416C1AC5,23.76,61.05,0.05,636.03,37.7,25.56
2019-03-21,3_chassis_1,5,416C1AE4,23.61,59.93,0.1,560.6,34.82,25.49
2019-03-21,4_chassis_2,1,416C1AE5,23.3,60.49,0.02,637.69,35.57,23.66
2019-03-21,5_engine,1,41245157,24.1,56.26,0.02,587.5,36.2,25.87
2019-03-21,6_final,2,416C1958,23.53,59.89,0.01,526.41,37.77,26.92
2019-03-21,7_inspect,2,416C1AE2,23.15,59.14,0.03,612.68,34.11,26.73
2019-03-22,2_trim_2,1,416C1AD2,24.55,53.78,0.06,605.41,36.52,25.63
2019-03-22,2_trim_2,2,416C1AEC,23.36,61.01,0.07,593.32,35.74,25.84
2019-03-22,2_trim_2,4,416C1930,24.4,53.5,0.02,737.35,34.45,26.03
2019-03-22,3_chassis_1,2,416C1AD0,23.6,58.26,0.02,610.57,36.1,25.72
2019-03-22,3_chassis_1,4,416C1AC5,23.56,61.05,0.04,601.52,34.69,25.37
2019-03-22,3_chassis_1,5,416C1AE4,23.43,60.53,0.1,574.15,36.91,25.92
2019-03-22,4_chassis_2,1,416C1AE5,23.23,60.69,0.02,639.38,35.62,25.39
2019-03-22,5_engine,1,41245157,24.05,56.51,0.02,556.47,35.03,25.7
2019-03-22,6_final,2,416C1958,23.3,60.23,0.01,535.47,36.01,26.87
2019-03-22,7_inspect,2,416C1AE2,23.16,59.08,0.03,606.65,35.14,25.8
2019-03-23,2_trim_2,1,416C1AD2,25.6,56.04,0.06,520.59,35.46,24.74
2019-03-23,2_trim_2,2,416C1AEC,24.4,62.0,0.05,480.24,34.85,25.47
2019-03-23,2_trim_2,4,416C1930,25.88,55.66,0.02,652.88,34.5,24.8
2019-03-23,3_chassis_1,2,416C1AD0,24.89,58.77,0.01,482.36,34.99,25.89
2019-03-23,3_chassis_1,4,416C1AC5,24.98,61.0,0.02,511.63,35.64,25.13
2019-03-23,3_chassis_1,5,416C1AE4,24.55,62.0,0.09,452.23,34.5,26.59
2019-03-23,4_chassis_2,1,416C1AE5,24.43,61.28,0.01,529.74,35.85,24.67
2019-03-23,5_engine,1,41245157,25.34,56.7,0.01,470.29,34.95,25.45
2019-03-23,6_final,2,416C1958,25.2,60.85,0.01,453.54,36.69,25.06
2019-03-23,7_inspect,2,416C1AE2,24.81,58.64,0.01,483.31,35.19,25.75
2019-03-24,2_trim_2,1,416C1AD2,25.91,56.0,0.06,495.29,33.57,23.64
2019-03-24,2_trim_2,2,416C1AEC,24.7,62.0,0.04,453.25,31.75,26.62
2019-03-24,2_trim_2,4,416C1930,26.13,56.0,0.02,626.0,39.56,21.19
2019-03-24,3_chassis_1,2,416C1AD0,24.9,59.79,0.01,444.03,35.21,26.51
2019-03-24,3_chassis_1,4,416C1AC5,25.48,61.0,0.05,483.5,28.94,30.31
2019-03-24,3_chassis_1,5,416C1AE4,24.99,62.0,0.1,424.43,35.64,25.64
2019-03-24,4_chassis_2,1,416C1AE5,25.3,61.68,0.01,528.15,36.34,25.2
2019-03-24,5_engine,1,41245157,26.2,57.27,0.01,449.53,33.82,25.54
2019-03-24,6_final,2,416C1958,26.52,60.25,0.01,431.09,35.43,24.97
2019-03-24,7_inspect,2,416C1AE2,25.14,58.12,0.01,458.38,37.12,20.06
2019-03-25,2_trim_2,1,416C1AD2,26.38,56.42,0.07,494.11,35.86,25.69
2019-03-25,2_trim_2,2,416C1AEC,25.14,62.13,0.06,458.77,34.12,25.14
2019-03-25,2_trim_2,4,416C1930,26.81,55.95,0.03,623.53,34.06,25.31
2019-03-25,3_chassis_1,2,416C1AD0,25.92,57.92,0.02,471.28,34.98,24.75
2019-03-25,3_chassis_1,4,416C1AC5,25.86,61.0,0.03,480.96,34.68,25.11
2019-03-25,3_chassis_1,5,416C1AE4,25.5,62.42,0.1,414.23,37.12,24.74
2019-03-25,4_chassis_2,1,416C1AE5,23.86,60.24,0.02,643.17,33.96,25.39
2019-03-25,5_engine,1,41245157,24.68,55.29,0.02,569.67,34.8,25.99
2019-03-25,6_final,2,416C1958,24.51,58.83,0.01,507.25,36.0,25.97
2019-03-25,7_inspect,2,416C1AE2,25.86,58.21,0.01,452.82,35.67,24.81
2019-03-26,2_trim_2,1,416C1AD2,25.14,51.92,0.07,586.4,35.49,24.8
2019-03-26,2_trim_2,2,416C1AEC,23.88,60.09,0.07,565.19,35.3,25.75
2019-03-26,2_trim_2,4,416C1930,25.03,51.79,0.04,722.72,35.09,26.11
2019-03-26,3_chassis_1,2,416C1AD0,23.95,55.61,0.02,595.23,35.33,24.73
2019-03-26,3_chassis_1,4,416C1AC5,24.3,61.19,0.07,604.6,34.53,25.14
2019-03-26,3_chassis_1,5,416C1AE4,23.95,59.69,0.1,515.97,35.48,27.08
2019-03-26,4_chassis_2,1,416C1AE5,23.58,52.29,0.02,644.64,35.12,26.54
2019-03-26,5_engine,1,41245157,24.31,43.62,0.02,573.69,35.27,25.31
2019-03-26,6_final,2,416C1958,23.62,46.52,0.01,538.42,33.14,25.38
2019-03-26,7_inspect,2,416C1AE2,23.61,58.37,0.05,575.59,34.46,24.41
2019-03-27,2_trim_2,1,416C1AD2,24.71,40.24,0.06,598.95,34.2,26.47
2019-03-27,2_trim_2,2,416C1AEC,23.79,53.3,0.06,540.79,35.3,26.08
2019-03-27,2_trim_2,4,416C1930,24.61,40.9,0.03,736.59,35.14,25.64
2019-03-27,3_chassis_1,2,416C1AD0,23.63,43.17,0.03,588.86,34.88,25.3
2019-03-27,3_chassis_1,4,416C1AC5,24.35,62.36,0.07,597.1,35.0,25.19
2019-03-27,3_chassis_1,5,416C1AE4,23.62,49.42,0.11,545.15,35.89,24.78
2019-03-27,4_chassis_2,1,416C1AE5,23.31,54.88,0.02,631.51,36.0,26.43
2019-03-27,5_engine,1,41245157,24.1,47.3,0.01,594.73,34.52,24.37
2019-03-27,6_final,2,416C1958,23.46,50.86,0.01,532.54,33.76,25.04
2019-03-27,7_inspect,2,416C1AE2,23.31,45.99,0.05,581.16,35.02,25.2
2019-03-28,2_trim_2,1,416C1AD2,24.37,45.41,0.06,600.29,36.58,25.94
2019-03-28,2_trim_2,2,416C1AEC,23.52,56.37,0.08,574.76,36.23,26.39
2019-03-28,2_trim_2,4,416C1930,24.27,45.87,0.03,752.79,35.22,25.97
2019-03-28,3_chassis_1,2,416C1AD0,23.59,53.45,0.02,565.76,35.14,25.17
2019-03-28,3_chassis_1,4,416C1AC5,24.19,61.98,0.06,602.71,36.01,25.44
2019-03-28,3_chassis_1,5,416C1AE4,23.39,54.49,0.1,560.54,35.36,24.54
2019-03-28,4_chassis_2,1,416C1AE5,23.36,57.74,0.02,647.23,35.86,24.55
2019-03-28,5_engine,1,41245157,24.14,51.45,0.02,600.59,34.73,25.17
2019-03-28,6_final,2,416C1958,23.33,55.21,0.01,537.19,34.73,25.16
2019-03-28,7_inspect,2,416C1AE2,22.99,51.62,0.05,582.28,34.15,24.89
2019-03-29,2_trim_2,1,416C1AD2,24.55,50.11,0.06,558.47,35.49,24.73
2019-03-29,2_trim_2,2,416C1AEC,23.47,58.67,0.09,581.36,34.76,25.74
2019-03-29,2_trim_2,4,416C1930,24.39,49.48,0.02,721.03,34.92,25.75
2019-03-29,3_chassis_1,2,416C1AD0,23.36,55.71,0.03,570.3,35.48,23.88
2019-03-29,3_chassis_1,4,416C1AC5,23.98,61.99,0.06,622.84,34.74,24.74
2019-03-29,3_chassis_1,5,416C1AE4,23.5,57.78,0.1,543.81,34.34,25.78
2019-03-29,4_chassis_2,1,416C1AE5,23.28,59.17,0.02,630.79,34.91,25.03
2019-03-29,5_engine,1,41245157,24.08,53.85,0.02,584.16,36.44,25.81
2019-03-29,6_final,2,416C1958,23.36,57.2,0.01,490.99,35.23,26.36
2019-03-29,7_inspect,2,416C1AE2,23.23,55.24,0.03,555.26,35.29,25.01
2019-03-30,2_trim_2,1,416C1AD2,25.54,53.16,0.05,478.39,36.46,25.6
2019-03-30,2_trim_2,2,416C1AEC,24.53,59.56,0.04,481.59,34.75,25.57
2019-03-30,2_trim_2,4,416C1930,25.66,53.41,0.02,590.96,35.65,25.4
2019-03-30,3_chassis_1,2,416C1AD0,24.62,57.59,0.01,435.92,35.26,26.24
2019-03-30,3_chassis_1,4,416C1AC5,25.23,61.59,0.03,490.42,35.63,25.04
2019-03-30,3_chassis_1,5,416C1AE4,24.55,60.55,0.09,424.86,35.45,24.41
2019-03-30,4_chassis_2,1,416C1AE5,24.13,59.52,0.01,526.66,35.85,25.47
2019-03-30,5_engine,1,41245157,24.93,55.5,0.01,451.34,35.94,25.78
2019-03-30,6_final,2,416C1958,24.9,58.73,0.01,406.6,34.63,24.01
2019-03-30,7_inspect,2,416C1AE2,24.5,57.35,0.01,451.28,34.49,25.81
2019-03-31,2_trim_2,1,416C1AD2,25.59,38.97,0.05,464.01,36.75,26.55
2019-03-31,2_trim_2,2,416C1AEC,24.51,53.25,0.04,451.19,37.08,24.32
2019-03-31,2_trim_2,4,416C1930,25.73,40.53,0.03,552.49,35.64,24.61
2019-03-31,3_chassis_1,2,416C1AD0,24.63,48.26,0.02,405.4,34.77,25.76
2019-03-31,3_chassis_1,4,416C1AC5,25.14,62.25,0.02,463.0,34.88,25.7
2019-03-31,3_chassis_1,5,416C1AE4,24.47,51.43,0.1,393.0,35.13,25.98
2019-03-31,4_chassis_2,1,416C1AE5,24.14,50.99,0.01,489.11,34.52,24.78
2019-03-31,5_engine,1,41245157,24.86,44.56,0.02,434.18,36.9,25.66
2019-03-31,6_final,2,416C1958,25.02,41.07,0.01,399.02,33.85,24.58
2019-03-31,7_inspect,2,416C1AE2,24.55,46.99,0.01,426.13,35.91,25.54
2019-04-01,2_trim_2,1,416C1AD2,24.73,42.63,0.06,568.91,36.44,26.07
2019-04-01,2_trim_2,2,416C1AEC,23.62,55.1,0.08,566.37,35.07,26.65
2019-04-01,2_trim_2,4,416C1930,24.49,43.35,0.03,676.9,34.55,24.78
2019-04-01,3_chassis_1,2,416C1AD0,23.52,50.12,0.02,553.61,35.46,26.11
2019-04-01,3_chassis_1,4,416C1AC5,24.01,62.05,0.05,566.39,34.44,25.99
2019-04-01,3_chassis_1,5,416C1AE4,23.41,53.33,0.1,508.26,36.5,24.51
2019-04-01,4_chassis_2,1,416C1AE5,23.2,54.54,0.02,632.72,36.8,25.59
2019-04-01,5_engine,1,41245157,24.0,46.92,0.01,590.99,36.03,26.02
2019-04-01,6_final,2,416C1958,23.34,49.01,0.01,510.37,36.49,25.55
2019-04-01,7_inspect,2,416C1AE2,23.07,50.08,0.05,561.42,35.4,25.95
2019-04-02,1_trim_1,3,416C1AE3,19.77,14.0,0.03,640.0,36.0,6.0
2019-04-02,2_trim_2,1,416C1AD2,24.53,48.9,0.06,610.04,33.66,25.62
2019-04-02,2_trim_2,2,416C1AEC,23.34,58.6,0.1,625.37,35.72,25.9
2019-04-02,2_trim_2,4,416C1930,24.35,49.33,0.03,733.93,35.08,26.08
2019-04-02,3_chassis_1,2,416C1AD0,23.36,55.3,0.02,608.99,34.48,24.0
2019-04-02,3_chassis_1,4,416C1AC5,23.75,61.97,0.06,642.16,33.9,26.31
2019-04-02,3_chassis_1,5,416C1AE4,23.44,57.49,0.1,580.37,35.3,25.9
2019-04-02,4_chassis_2,1,416C1AE5,23.18,58.41,0.02,671.82,35.77,25.86
2019-04-02,5_engine,1,41245157,23.94,52.69,0.02,627.77,35.03,25.5
2019-04-02,6_final,2,416C1958,23.34,55.47,0.01,535.03,34.98,25.35
2019-04-02,7_inspect,2,416C1AE2,23.01,55.62,0.03,607.91,35.05,24.7
2019-04-03,2_trim_2,1,416C1AD2,24.89,52.45,0.05,569.81,34.15,23.14
2019-04-03,2_trim_2,2,416C1AEC,23.35,59.46,0.1,641.01,34.74,25.06
2019-04-03,2_trim_2,4,416C1930,24.31,50.88,0.02,733.63,35.22,25.47
2019-04-03,3_chassis_1,2,416C1AD0,23.41,56.26,0.02,597.79,35.87,24.59
2019-04-03,3_chassis_1,4,416C1AC5,23.94,61.76,0.05,624.03,34.88,25.8
2019-04-03,3_chassis_1,5,416C1AE4,23.51,58.16,0.1,570.67,34.15,25.02
2019-04-03,4_chassis_2,1,416C1AE5,23.05,59.3,0.02,662.98,36.92,25.58
2019-04-03,5_engine,1,41245157,23.85,54.26,0.02,628.34,34.13,24.59
2019-04-03,6_final,2,416C1958,23.42,57.66,0.02,535.94,34.21,25.63
2019-04-03,7_inspect,2,416C1AE2,22.97,56.79,0.02,594.36,35.5,26.17
2019-04-04,2_trim_2,2,416C1AEC,23.1,59.51,0.09,622.99,35.91,25.08
2019-04-04,2_trim_2,4,416C1930,24.65,51.44,0.02,669.89,36.2,24.77
2019-04-04,3_chassis_1,2,416C1AD0,23.35,56.46,0.02,636.63,35.64,25.4
2019-04-04,3_chassis_1,4,416C1AC5,23.54,61.79,0.06,697.54,35.52,25.85
2019-04-04,3_chassis_1,5,416C1AE4,23.32,58.83,0.1,577.12,37.39,25.3
2019-04-04,4_chassis_2,1,416C1AE5,23.04,59.49,0.02,665.09,35.48,25.68
2019-04-04,5_engine,1,41245157,23.94,53.87,0.02,647.16,34.53,25.47
2019-04-04,6_final,2,416C1958,23.47,57.62,0.01,529.02,34.6,26.11
2019-04-04,7_inspect,2,416C1AE2,22.83,57.25,0.04,618.53,34.67,25.48
2019-04-05,2_trim_2,2,416C1AEC,22.91,60.41,0.1,617.19,36.35,26.72
2019-04-05,3_chassis_1,2,416C1AD0,23.03,57.5,0.01,628.22,35.8,24.86
2019-04-05,3_chassis_1,4,416C1AC5,23.28,61.58,0.06,670.11,35.2,25.57
2019-04-05,3_chassis_1,5,416C1AE4,23.03,59.68,0.09,586.03,34.89,25.45
2019-04-05,4_chassis_2,1,416C1AE5,22.82,60.16,0.02,656.4,35.56,25.0
2019-04-05,5_engine,1,41245157,23.93,54.41,0.02,632.91,36.05,25.9
2019-04-05,6_final,2,416C1958,23.24,58.55,0.01,527.71,35.86,24.92
2019-04-05,7_inspect,2,416C1AE2,22.78,57.83,0.02,639.29,34.71,25.9
2019-04-06,2_trim_2,2,416C1AEC,24.21,60.2,0.05,482.87,36.42,25.77
2019-04-06,3_chassis_1,2,416C1AD0,24.52,57.24,0.02,490.13,35.45,24.62
2019-04-06,3_chassis_1,5,416C1AE4,24.15,60.39,0.09,436.74,35.19,25.45
2019-04-06,4_chassis_2,1,416C1AE5,23.88,59.4,0.01,544.05,35.23,24.93
2019-04-06,5_engine,1,41245157,24.8,54.74,0.01,489.97,35.41,24.87
2019-04-06,6_final,2,416C1958,24.58,58.78,0.01,430.28,34.33,23.66
2019-04-06,7_inspect,2,416C1AE2,24.38,57.13,0.01,498.28,35.36,24.79
2019-04-07,2_trim_2,1,416C1AD2,26.82,52.0,0.09,508.52,34.07,22.33
2019-04-07,2_trim_2,2,416C1AEC,25.17,59.66,0.06,453.55,35.6,26.1
2019-04-07,2_trim_2,4,416C1930,26.94,52.02,0.06,581.54,34.88,25.86
2019-04-07,3_chassis_1,2,416C1AD0,25.15,56.11,0.04,459.64,36.36,25.62
2019-04-07,3_chassis_1,4,416C1AC5,25.49,62.0,0.09,486.0,12.5,38.0
2019-04-07,3_chassis_1,5,416C1AE4,25.03,59.06,0.1,422.73,36.3,25.66
2019-04-07,4_chassis_2,1,416C1AE5,25.49,58.81,0.01,541.24,34.2,25.72
2019-04-07,6_final,2,416C1958,26.7,56.11,0.01,457.53,34.24,26.65
2019-04-07,7_inspect,2,416C1AE2,25.41,55.55,0.01,466.82,35.77,26.36
2019-04-08,2_trim_2,2,416C1AEC,24.03,55.56,0.08,561.3,35.54,24.08
2019-04-08,2_trim_2,4,416C1930,24.91,44.27,0.05,679.01,34.9,25.67
2019-04-08,3_chassis_1,2,416C1AD0,24.16,49.76,0.04,585.92,34.17,25.1
2019-04-08,3_chassis_1,4,416C1AC5,25.47,62.0,0.06,485.0,21.0,36.5
2019-04-08,3_chassis_1,5,416C1AE4,23.84,53.07,0.1,537.55,35.08,25.39
2019-04-08,4_chassis_2,1,416C1AE5,24.39,57.12,0.02,622.17,35.94,25.17
2019-04-08,5_engine,1,41245157,24.5,42.83,0.04,668.69,36.83,26.09
2019-04-08,6_final,2,416C1958,24.71,52.67,0.02,525.73,34.52,24.41
2019-04-08,7_inspect,2,416C1AE2,23.8,49.18,0.04,573.77,34.74,24.93
2019-04-09,2_trim_2,2,416C1AEC,23.54,54.28,0.09,580.01,35.17,25.45
2019-04-09,2_trim_2,4,416C1930,24.43,41.21,0.03,735.88,34.42,26.13
2019-04-09,3_chassis_1,2,416C1AD0,23.92,48.19,0.03,613.15,35.18,26.24
2019-04-09,3_chassis_1,5,416C1AE4,23.78,51.18,0.1,561.09,34.76,26.11
2019-04-09,4_chassis_2,1,416C1AE5,23.67,53.41,0.02,695.45,35.97,25.69
2019-04-09,5_engine,1,41245157,24.39,45.15,0.03,608.13,34.88,25.68
2019-04-09,6_final,2,416C1958,23.93,48.55,0.01,564.22,34.53,25.81
2019-04-09,7_inspect,2,416C1AE2,23.45,47.79,0.04,619.67,34.62,25.19
2019-04-10,2_trim_2,2,416C1AEC,23.37,53.36,0.07,578.02,34.61,24.56
2019-04-10,2_trim_2,4,416C1930,24.0,41.39,0.02,725.42,36.36,24.24
2019-04-10,3_chassis_1,2,416C1AD0,23.37,46.82,0.02,607.76,34.02,25.45
2019-04-10,3_chassis_1,5,416C1AE4,23.2,50.22,0.1,540.56,36.47,24.39
2019-04-10,4_chassis_2,1,416C1AE5,23.2,52.62,0.02,674.96,36.54,25.52
2019-04-10,5_engine,1,41245157,23.96,43.93,0.02,626.44,35.93,25.43
2019-04-10,6_final,2,416C1958,23.18,47.37,0.01,555.9,35.57,25.15
2019-04-10,7_inspect,2,416C1AE2,22.82,46.19,0.03,594.07,34.54,25.89
2019-04-11,2_trim_2,1,416C1AD2,24.63,45.0,0.04,607.0,13.0,31.5
2019-04-11,2_trim_2,2,416C1AEC,23.25,54.62,0.06,566.21,34.44,24.84
2019-04-11,2_trim_2,4,416C1930,24.1,42.46,0.01,715.86,37.28,25.01
2019-04-11,3_chassis_1,2,416C1AD0,23.08,49.08,0.02,603.51,35.56,25.72
2019-04-11,3_chassis_1,4,416C1AC5,24.11,62.0,0.01,591.0,6.0,36.0
2019-04-11,3_chassis_1,5,416C1AE4,23.02,51.86,0.1,559.38,37.7,25.77
2019-04-11,4_chassis_2,1,416C1AE5,22.96,53.81,0.01,693.0,35.33,26.3
2019-04-11,5_engine,1,41245157,23.86,45.55,0.01,641.96,34.93,26.32
2019-04-11,6_final,2,416C1958,22.89,49.18,0.01,553.01,35.67,26.05
2019-04-11,7_inspect,2,416C1AE2,22.7,48.9,0.04,613.4,35.06,25.74
2019-04-12,2_trim_2,2,416C1AEC,23.29,56.64,0.06,571.09,36.8,26.48
2019-04-12,2_trim_2,4,416C1930,23.8,47.0,0.02,741.49,36.23,25.45
2019-04-12,3_chassis_1,2,416C1AD0,23.03,52.63,0.02,600.93,34.3,24.64
2019-04-12,3_chassis_1,5,416C1AE4,23.1,55.1,0.1,562.67,35.11,24.45
2019-04-12,4_chassis_2,1,416C1AE5,22.92,56.59,0.01,683.84,34.43,25.48
2019-04-12,5_engine,1,41245157,23.76,49.57,0.02,615.02,35.36,24.88
2019-04-12,6_final,2,416C1958,22.86,53.33,0.01,551.69,35.65,25.33
2019-04-12,7_inspect,2,416C1AE2,22.55,52.93,0.03,588.87,34.34,25.45
2019-04-13,2_trim_2,2,416C1AEC,24.11,57.31,0.04,453.56,34.7,24.9
2019-04-13,2_trim_2,4,416C1930,25.25,48.01,0.04,596.7,35.37,25.75
2019-04-13,3_chassis_1,2,416C1AD0,24.23,52.69,0.01,469.16,35.86,26.12
2019-04-13,3_chassis_1,5,416C1AE4,23.9,56.05,0.09,432.05,35.94,25.96
2019-04-13,4_chassis_2,1,416C1AE5,23.98,56.92,0.01,568.37,34.8,25.05
2019-04-13,5_engine,1,41245157,24.69,50.0,0.01,468.34,34.67,26.46
2019-04-13,6_final,2,416C1958,24.57,52.99,0.01,456.46,33.15,26.63
2019-04-14,2_trim_2,1,416C1AD2,26.05,45.0,0.06,494.33,41.17,27.0
2019-04-14,2_trim_2,2,416C1AEC,24.51,56.34,0.05,482.44,35.14,25.45
2019-04-14,2_trim_2,4,416C1930,25.66,45.9,0.05,634.45,34.89,23.99
2019-04-14,3_chassis_1,2,416C1AD0,24.78,52.03,0.02,500.39,35.74,24.18
2019-04-14,3_chassis_1,4,416C1AC5,25.7,62.0,0.04,510.0,38.0,49.0
2019-04-14,3_chassis_1,5,416C1AE4,24.72,55.14,0.1,440.49,36.96,24.77
2019-04-14,4_chassis_2,1,416C1AE5,24.56,56.62,0.01,576.71,35.74,25.84
2019-04-14,5_engine,1,41245157,25.21,49.68,0.02,475.11,34.85,25.72
2019-04-14,6_final,2,416C1958,25.28,52.16,0.01,501.67,35.09,26.06
2019-04-15,2_trim_2,2,416C1AEC,23.71,57.82,0.07,533.4,35.96,25.2
2019-04-15,2_trim_2,4,416C1930,24.49,48.16,0.05,675.7,36.46,25.68
